report_pid,title,report_start_time,report_end_time,open_file_date,type,report_owner,commodity
cr004312,"WEIPA-DUCIE-WENLOCK AREA, DRILL LOGS & ANALYSES, 1973",1/01/1972,31/12/1972,1/02/1978,permit-report-annual,UNKNOWN,bauxite
cr004313,"WEIPA-DULHUNTY AREA, DRILL LOGS & ANALYSES, 1973",1/01/1972,31/12/1972,1/02/1978,permit-report-annual,UNKNOWN,bauxite
cr004329,"ATP 195, YULEBA CREEK AREA APPRAISAL OF THE PETROLEUM PROSPECTS",31/12/1971,31/12/1971,1/01/1975,scientific-or-technical-survey-report,UNKNOWN,petroleum
cr004373,"EPC 3, NEBO PROJECT, SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1972",1/07/1972,30/12/1972,31/12/1977,permit-report-six-month,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr004376,"EPC 24, NORTH THEODORE, SIX MONTHLY REPORT FOR PERIOD ENDING 31/10/1972",1/05/1972,30/10/1972,31/10/1977,permit-report-six-month,THIESS EXPLORATION CO PTY LTD,coal
cr004378,"EPC 61, SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1972",1/07/1972,30/12/1972,31/12/1977,permit-report-six-month,GRIFFIN QLD EXPLORATION N. L.,coal
cr004393,"EPM 555, MILES, ANNUAL/FINAL REPORT FOR PERIOD 1/1/1972 TO 31/10/1972",31/12/1971,30/10/1972,31/10/1972,permit-report-final,MINERAL DEPOSITS LIMITED,bentonite
cr004531,"ML 4738, NOTES ON EXPERIMENTAL AIRBORNE INFRA RED SCANNING SURVEY CARRIED OUT BY BMR HAIL CREEK SYNCLINE, AUGUST 1971",28/02/1973,28/02/1973,1/09/1975,geophysical-survey-report-final,MINES ADMIN PTY LTD,coal
cr004547,"EPC 3, NEBO PROJECT, SIX MONTHLY REPORT FOR PERIOD ENDING 0/6/1973",30/12/1972,29/06/1973,30/06/1978,permit-report-six-month,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr004569,"EPC 53, WEST OF MOURA FINAL REPORT, SEISMIC SURVEY, NOV 1972 & JAN 1973",31/12/1972,31/12/1972,1/01/1976,seismic-survey-report-final,AUSTRAL UNITED GEOPHYSICAL PTY LTD,coal
cr004581,"ATP 199, THEODORE AREA REPORT, APRIL 1973",31/03/1973,31/03/1973,1/04/1978,petroleum-report-other,UNKNOWN,petroleum
cr004642,"EPC 77, ANNUAL REPORT FOR PERIOD ENDING 30/9/1973",30/09/1972,29/09/1973,30/10/1978,permit-report-annual,EXOIL N. L. TRANSOIL N. L.,coal
cr004644,"GIDGEALPA 5, SOUTH AUST-N E SOUTH AUST, WELL WIRELINE LOGS, 1964",31/12/1963,31/12/1963,1/01/1969,well-report-other,UNKNOWN,petroleum
cr004645,"EPC 10, SOUTH BLACKWATER, SIX MONTHLY REPORT FOR PERIOD ENDING 31/10/1973",1/05/1973,30/10/1973,31/10/1978,permit-report-six-month,THIESS BROS PTY LTD,coal
cr004655,"EPC 89, CAPELLA, SIX MONTHLY REPORT FOR PERIOD ENDING 31/3/1973",1/10/1972,30/03/1973,31/03/1978,permit-report-six-month,QUEENSLAND COAL MINING CO LTD,coal
cr004656,"EPC 89, CAPELLA, SIX MONTHLY REPORT FOR PERIOD ENDING 30/9/1973",30/03/1973,29/09/1973,30/09/1978,permit-report-six-month,QUEENSLAND COAL MINING CO LTD,coal
cr004658,"EPC 12, SIX MONTHLY REPORT FOR PERIOD ENDING 30/9/1973",30/03/1973,29/09/1973,30/09/1978,permit-report-six-month,QUEENSLAND COAL MINING CO LTD,coal
cr004659,"EPC 12, BLACKWATER, COAL SURVEY REPORT SR 145/1972 TANTALLON REGION, DECEMBER 1972",1/12/1971,30/11/1972,1/01/1978,permit-report-annual,UNKNOWN,coal
cr004660,"EPC 129, ACLAND, SIX MONTHLY REPORT FOR PERIOD ENDING 27/11/1972",27/05/1972,26/11/1972,27/11/1977,permit-report-six-month,SHELL DEVELOPMENT (AUSTRALIA) PTY LTD,coal
cr004670,"WHITEWASH PROSPECT, ANNUAL REPORT 1973",1/01/1972,31/12/1972,1/02/1978,permit-report-annual,KENNECOTT EXPLORATION AUSTRALIA PTY LTD,"copper,molybdenum"
cr004671,"ATP 197, SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1973",1/07/1973,30/12/1973,31/12/1978,permit-report-six-month,XLX N. L.,petroleum
cr004692,"EPC 123, YARRABEE SOUTH, ANNUAL REPORT FOR PERIOD ENDING JULY 1973",1/07/1972,30/06/1973,1/08/1978,permit-report-annual,UNKNOWN,coal
cr004740,"EPC 108, CALLIDE, SIX MONTHLY REPORT FOR PERIOD ENDING 30/6/1973",30/12/1972,29/06/1973,30/06/1978,permit-report-six-month,THIESS EXPLORATION CO PTY LTD,coal
cr004742,"EPC 3, NEBO PROJECT, SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1973",1/07/1973,30/12/1973,31/12/1978,permit-report-six-month,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr004765,"EPC 48, 61, COMBINED SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1973",1/07/1973,30/12/1973,31/12/1978,permit-report-six-month,GRIFFIN QUEENSLAND EXPLORATION N. L.,coal
cr004793,"EPC 25, SIRUS CREEK, ANNUAL REPORT FOR PERIOD ENDING 31/3/1974",31/03/1973,30/03/1974,1/05/1979,permit-report-annual,CLUTHA DEVELOPMENT PTY LTD,coal
cr004798,"EPC 67, FINAL REPORT",31/12/1972,31/12/1972,1/01/1973,permit-report-final,UTAH DEVELOPMENT COMPANY,coal
cr004802,"EPC 10, SOUTH BLACKWATER, SIX MONTHLY REPORT FOR PERIOD ENDING 30/4/1974",30/10/1973,29/04/1974,30/04/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr004861,"EPC 129, ACLAND, ANNUAL REPORT FOR PERIOD ENDING 27/5/1984",27/05/1983,26/05/1984,27/06/1989,permit-report-annual,SHELL DEVELOPMENT (AUSTRALIA) PTY LTD,coal
cr004889,"NTR 49, MOURA FRANCHISE AREA, MOURA COALFIELD, NORTH MOURA AREA, TPM FRANCHISE AREA",30/04/1972,30/04/1972,1/05/1977,petroleum-report-other,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr004890,"EPC 57, ROLLESTON, SIX MONTHLY REPORT FOR PERIOD ENDING 30/4/1974",30/10/1973,29/04/1974,30/04/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr004930,"SUMMARY OF DRILLING 1974, AND MAPS",1/01/1973,31/12/1973,1/02/1979,permit-report-annual,UNKNOWN,NA
cr004957,"EPC 3, NEBO PROJECT, SIX MONTHLY REPORT FOR PERIOD ENDING JUNE 1974",1/12/1973,31/05/1974,1/06/1979,permit-report-six-month,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr004958,"EPC 112, MILLMERRAN, FINAL REPORT FOR PERIOD 2/10/1971 TO 2/10/1974",1/10/1971,1/10/1974,2/10/1974,permit-report-final,MILLMERRAN COAL PTY LTD HAITES & ASSOCIATES PTY LTD,coal
cr004960,"EPC 140, PAMPAS, FINAL REPORT OF OPERATIONS 2/3/1974 TO 18/10/1974, PRIOR TO INCORPORATION IN 74/8223",1/03/1974,17/10/1974,18/10/1974,permit-report-final,MILLMERRAN COAL PTY LTD HAITES & ASSOCIATES PTY LTD,coal
cr004963,"EPC 143, HODGSON'S CREEK, FINAL REPORT FOR PERIOD 2/3/1974 TO 18/10/1974, (PRIOR TO INCORPORATION IN 74/8223)",1/03/1974,17/10/1974,18/10/1974,permit-report-final,MILLMERRAN COAL PTY LTD HAITES & ASSOCIATES PTY LTD,coal
cr004977,"EPC 48, SIX MONTHLY REPORT FOR PERIOD ENDING 30/6/1974",30/12/1973,29/06/1974,30/06/1979,permit-report-six-month,GRIFFIN QUEENSLAND EXPLORATION N. L.,coal
cr004982,"EPM 1350, THEODORE, REPORT ON GEOLOGICAL INVESTIGATIONS FOR COPPER",30/06/1974,30/06/1974,1/07/1974,permit-report-final,MINES ADMIN PTY LTD A.O. (AUST) PTY LTD,copper
cr005000,"EPC 112, SIX MONTHLY REPORT FOR PERIOD ENDING 2/4/1974",2/10/1973,1/04/1974,2/04/1979,permit-report-six-month,MILLMERRAN COAL PTY LTD HAITES & ASSOCIATES PTY LTD,coal
cr005001,"EPC 123, YARRABEE, SIX MONTHLY REPORT FOR PERIOD ENDING 25/8/1974",25/02/1974,24/08/1974,25/08/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005003,"EPC 105, WANDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 7/5/1974",7/11/1973,6/05/1974,7/05/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005004,"EPC 138, LEICHHARDT, SIX MONTHLY REPORT FOR PERIOD ENDING 1/9/1974",1/03/1974,31/08/1974,1/09/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005007,"EPC 150, CONDAMINE, SIX MONTHLY REPORT FOR PERIOD ENDING 21/9/1974",21/03/1974,20/09/1974,21/09/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005015,"EPC 57, ROLLESTON, SIX MONTHLY REPORT FOR PERIOD ENDING 31/10/1974",1/05/1974,30/10/1974,31/10/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005025,"EPC 102, CHINCHILLA, SIX MONTHLY REPORT FOR PERIOD ENDING 7/11/1974",7/05/1974,6/11/1974,7/11/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005039,"EPC 105, WANDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 7/11/1974",7/05/1974,6/11/1974,7/11/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005079,"EPC 129, ACLAND, SIX MONTHLY REPORT FOR PERIOD ENDING 27/11/1974",27/05/1974,26/11/1974,27/11/1979,permit-report-six-month,SHELL CO OF AUST LTD,coal
cr005081,"EPC 157, WANDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 14/12/1974",14/06/1974,13/12/1974,14/12/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005095,"EPC 3, NEBO PROJECT, SIX MONTHLY REPORT FOR PERIOD ENDING 1/10/1974",1/04/1974,30/09/1974,1/10/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005097,"EPC 53, REPORT FOR PERIOD 30/11/1973 TO 31/12/1974",29/11/1973,30/12/1974,31/01/1980,permit-report-annual,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr005099,"EPC 3, NEBO PROJECT, SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1974",1/07/1974,30/12/1974,31/12/1979,permit-report-six-month,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr005113,"ML 4115, ML 6783, DRILL LOGS AND PLANS, GILLIAN TIN PROSPECTS",31/05/1975,31/05/1975,30/11/1995,permit-report-other,OTTER EXPLORATION N. L.,tin
cr005118,"EPC 108, CALLIDE, SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1974",1/07/1974,30/12/1974,31/12/1979,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005128,"EPC 77, SIX MONTHLY REPORT FOR PERIOD ENDING 30/3/1975",30/09/1974,29/03/1975,30/03/1980,permit-report-six-month,EXOIL N. L. TRANSOIL N. L.,coal
cr005219,"EPC 3, NEBO PROJECT, REPORT ON ESTIMATES OF COAL RESERVES, JUNE 1975",1/06/1974,31/05/1975,1/07/1980,permit-report-annual,UNKNOWN,coal
cr005246,"EPC 138, LEICHHARDT, SIX MONTHLY REPORT FOR PERIOD ENDING 1/3/1975",1/09/1974,28/02/1975,1/03/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005248,"EPC 57, ROLLESTON, SIX MONTHLY REPORT FOR PERIOD ENDING 30/4/1975",30/10/1974,29/04/1975,30/04/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005249,"EPC 150, CONDAMINE, SIX MONTHLY REPORT FOR PERIOD ENDING 22/3/1975",22/09/1974,21/03/1975,22/03/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005279,"MOURA TPM FRANCHISE AREA, STUDY OF COAL RESERVES, MOURA-KIANGA",1/08/1971,31/07/1972,1/09/1977,permit-report-annual,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr005280,"EPC 10, SOUTH BLACKWATER, SIX MONTHLY REPORT FOR PERIOD ENDING 30/4/1975",30/10/1974,29/04/1975,30/04/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005308,"EPC 52, CAPELLA, SIX MONTHLY REPORT FOR PERIOD ENDING 31/5/1975",1/12/1974,30/05/1975,31/05/1980,permit-report-six-month,CRA EXPLORATION PTY LTD,coal
cr005324,"EPC 75, TARONG, SIX MONTHLY REPORT FOR PERIOD ENDING 31/5/1975",1/12/1974,30/05/1975,31/05/1980,permit-report-six-month,CRA EXPLORATION PTY LTD,coal
cr005325,"EPC 129, ACLAND, SIX MONTHLY REPORT FOR PERIOD ENDING 27/5/1975",27/11/1974,26/05/1975,27/05/1980,permit-report-six-month,SHELL DEVELOPMENT (AUSTRALIA) PTY LTD,coal
cr005327,"EPC 48, 61, COMBINED SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1974",1/07/1974,30/12/1974,31/12/1979,permit-report-six-month,GRIFFIN QUEENSLAND EXPLORATION N. L.,coal
cr005331,"EPC 102, CHINCHILLA, SIX MONTHLY REPORT FOR PERIOD ENDING 7/5/1975",7/11/1974,6/05/1975,7/05/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005332,"EPC 182, WANDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 7/5/1975",7/11/1974,6/05/1975,7/05/1980,permit-report-six-month,THIESS BROTHERS PTY LTD,coal
cr005357,"EPC 59, BLAIR ATHOL, FINAL REPORT",31/08/1975,31/08/1975,1/09/1975,permit-report-final,CRA EXPLORATION PTY LTD,coal
cr005360,"EPC 157, WANDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 14/6/1975",14/12/1974,13/06/1975,14/06/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005364,"EPC 108, CALLIDE, (NOW 188C), SIX MONTHLY REPORT FOR PERIOD ENDING 30/6/1975",30/12/1974,29/06/1975,30/06/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005371,"ML 201071, ML 986 (MAREEBA), THE OLD TOMMY BURNS, SUNNYMOUNT, PRELIMINARY REPORT ON THE TOMMY BURNS MINE",31/03/1971,31/03/1971,31/01/1971,permit-report-other,GOLD COPPER EXPLORATION LTD,tin
cr005372,"ML 1139, 1623, 1704, KOORBOORA, CHILLAGOE AREA, REPORT ON THE TWO JACKS MINE",31/03/1971,31/03/1971,6/02/1985,permit-report-annual-ml,GOLD COPPER EXPLORATION LTD,tin
cr005373,"ML 4794, 4800-4811, 201071, 201078, 202156, ML 986, 999, 1037, 1321, 1443, 1565-1566 (MAREEBA), SUNNYMOUNT, REPORT ON THE TOMMY BURNS LINE OF PROSPECTS",31/03/1971,31/03/1971,28/08/2020,permit-report-other,GOLD COPPER EXPLORATION LTD,tin
cr005374,"ML 202178, ML 1204 (MAREEBA), SUNNYMOUNT, REPORT ON THE KEROSENE TIN PROSPECT",28/02/1971,28/02/1971,17/04/1973,permit-report-other,GOLD COPPER EXPLORATION LTD,tin
cr005375,"TOMMY BURNS TIN MINE, SUNNYMOUNT, DRILLING RECORD, 27/11/1972 TO 31/1/1973",26/11/1972,30/01/1973,3/03/1978,permit-report-annual,GOLD COPPER EXPLORATION LTD,tin
cr005386,"EPC 3, NEBO PROJECT, SIX MONTHLY REPORT FOR PERIOD ENDING 30/6/1975",30/12/1974,29/06/1975,30/06/1980,permit-report-six-month,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr005416,"EPC 123, YARRABEE, SIX MONTHLY REPORT FOR PERIOD ENDING 25/8/1975",25/02/1975,24/08/1975,25/08/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005424,"ATP 219, FINAL REPORT, EAST WINDORAH AEROMAGNETIC SURVEY, 1974",31/12/1989,31/12/1989,1/01/1990,permit-report-final,UNKNOWN,petroleum
cr005451,"EPC 138, LEICHHARDT, SIX MONTHLY REPORT FOR PERIOD ENDING 1/9/1975",1/03/1975,31/08/1975,1/09/1980,permit-report-six-month,THIESS BROS PTY. LTD.,coal
cr005459,"EPC 150, CONDAMINE, SIX MONTHLY REPORT FOR PERIOD ENDING 22/9/1975",22/03/1975,21/09/1975,22/09/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005475,"EPC 57, ROLLESTON, SIX MONTHLY REPORT FOR PERIOD ENDING 31/10/1975",1/05/1975,30/10/1975,31/10/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005494,"EPC 25, SIRIUS CREEK, SIX MONTHLY REPORT FOR PERIOD ENDING 30/9/1975",30/03/1975,29/09/1975,30/09/1980,permit-report-six-month,CLUTHA DEVELOPMENT PTY LTD,coal
cr005497,"EPC 182, WANDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 7/11/1975",7/05/1975,6/11/1975,7/11/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005498,"EPC 102, CHINCHILLA, SIX MONTHLY REPORT FOR PERIOD ENDING 7/11/1975",7/05/1975,6/11/1975,7/11/1980,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005506,"EPC 3, NEBO PROJECT, SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1975",1/07/1975,30/12/1975,31/12/1980,permit-report-six-month,UNKNOWN,coal
cr005507,"EPC 129, ACLAND, SIX MONTHLY REPORT FOR PERIOD ENDING 27/11/1975",27/05/1975,26/11/1975,27/11/1980,permit-report-six-month,UNKNOWN,coal
cr005513,"EPC 10, SIX MONTHLY REPORT FOR PERIOD ENDING 31/10/1975",1/05/1975,30/10/1975,31/10/1980,permit-report-six-month,UNKNOWN,gold
cr005517,"EPC 52, CAPELLA, SIX MONTHLY REPORT FOR PERIOD ENDING 30/11/1975,",30/05/1975,29/11/1975,30/11/1980,permit-report-six-month,UNKNOWN,coal
cr005526,"EPC 157, WANDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 14/12/1975",14/06/1975,13/12/1975,14/12/1980,permit-report-six-month,THIESS BROS. PTY. LTD.,coal
cr005529,"EPC 61, SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1975",1/07/1975,30/12/1975,31/12/1980,permit-report-six-month,UNKNOWN,coal
cr005530,"EPC 188, CALLIDE, SIX MONTHLY REPORT FOR PERIOD ENDING 31/1/1976, PART A- TEXT AND BORELOGS, PART B - BORELOGS",31/07/1975,30/01/1976,31/01/1981,permit-report-six-month,UNKNOWN,coal
cr005533,"ATP 219, SIX MONTHLY REPORT FOR PERIOD ENDING 1/12/1975",1/06/1975,30/11/1975,1/12/1980,permit-report-six-month,UNKNOWN,petroleum
cr005541,"EPC 186, PRELIMINARY REPORT ON THE MOUNT DEVLIN COAL MEASURES FOR PERIOD 1/2/1974 TO 30/4/1974",31/01/1974,29/04/1974,30/05/1979,permit-report-annual,UNKNOWN,coal
cr005544,"EPC 25, SIRIUS CREEK, SIX MONTHLY REPORT FOR PERIOD ENDING 31/3/1976",1/10/1975,30/03/1976,31/03/1981,permit-report-six-month,CLUTHA DEVELOPMENT PTY LTD,coal
cr005550,"EPC 61, 187, SIX MONTHLY REPORT FOR PERIOD ENDING 8/2/1976",8/08/1975,7/02/1976,8/02/1981,permit-report-six-month,GRIFFIN QLD EXPLORATION N. L.,coal
cr005562,"ATP 183, ADAVALE/WINDORAHPROSPECT REVIEW",31/12/1989,31/12/1989,1/01/1993,scientific-or-technical-survey-report,UNKNOWN,petroleum
cr005564,"EPC 123, YARRABEE, SIX MONTHLY REPORT FOR PERIOD ENDING 25/2/1976",25/08/1975,24/02/1976,25/02/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005629,"ATP 219, SIX MONTHLY REPORT FOR PERIOD ENDING 31/5/1976",1/12/1975,30/05/1976,31/05/1981,permit-report-six-month,UNKNOWN,petroleum
cr005637,"EPC 138, LEICHHARDT, SIX MONTHLY REPORT FOR PERIOD ENDING 1/3/1976",1/09/1975,29/02/1976,1/03/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005638,"EPC 150, CONDAMINE, SIX MONTHLY REPORT FOR PERIOD ENDING 22/3/1976",22/09/1975,21/03/1976,22/03/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005712,"EPC 129, ACLAND, ANNUAL REPORT FOR PERIOD ENDING 27/5/1976",27/05/1975,26/05/1976,27/06/1981,permit-report-annual,SHELL DEVELOPMENT (AUST) PTY LTD,coal
cr005727,"EPC 89, CAPELLA, REPORT ON INVESTIGATIONS AT THE EXPLORATION STAGE OF GREGORY MINE PROJECT TO JULY 1976",1/07/1975,30/06/1976,1/08/1981,permit-report-annual,UNKNOWN,coal
cr005740,"EPC 52, CAPELLA, SIX MONTHLY REPORT FOR PERIOD ENDING 31/5/1976",1/12/1975,30/05/1976,31/05/1981,permit-report-six-month,CRA EXPLORATION PTY LTD,coal
cr005741,"EPC 61, SIX MONTHLY REPORT FOR PERIOD ENDING 30/6/1976",30/12/1975,29/06/1976,30/06/1981,permit-report-six-month,GRIFFIN QLD EXPLORATION N. L.,coal
cr005742,"EPC 182, WANDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 21/5/1976",21/11/1975,20/05/1976,21/05/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005754,"EPC 3, NEBO PROJECT, SIX MONTHLY REPORT FOR PERIOD ENDING 30/6/1976",30/12/1975,29/06/1976,30/06/1981,permit-report-six-month,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr005757,"EPC 187, SIX MONTHLY REPORT FOR PERIOD ENDING 9/8/1976",9/02/1976,8/08/1976,9/08/1981,permit-report-six-month,GRIFFIN QLD EXPLORATION N. L.,coal
cr005758,"EPC 73, SIX MONTHLY REPORT FOR PERIOD ENDING 31/5/1976",1/12/1975,30/05/1976,31/05/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005773,"EPC 10, SOUTH BLACKWATER, SIX MONTHLY REPORT FOR PERIOD ENDING 30/4/1976",30/10/1975,29/04/1976,30/04/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005779,"EPC 102, CHINCHILLA, SIX MONTHLY REPORT FOR PERIOD ENDING 7/5/1976",7/11/1975,6/05/1976,7/05/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005784,"EPC 25, SIRIUS CREEK, SIX MONTHLY REPORT FOR PERIOD ENDING 30/9/1976",30/03/1976,29/09/1976,30/09/1981,permit-report-six-month,CLUTHA DEVELOPMENT PTY LTD,coal
cr005810,"EPC 138, LEICHHARDT, SIX MONTHLY REPORT FOR PERIOD ENDING 1/9/1976",1/03/1976,31/08/1976,1/09/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005826,"EPC 186, MOUNT DEVLIN, SIX MONTHLY REPORT FOR PERIOD ENDING 15/8/1976",15/02/1976,14/08/1976,15/08/1981,permit-report-six-month,BOWEN CONSOLIDATED COAL MINES LTD,coal
cr005833,"EPC 10, SOUTH BLACKWATER, SIX MONTHLY REPORT FOR PERIOD ENDING 31/10/1976",1/05/1976,30/10/1976,31/10/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005836,"EPC 150, CONDAMINE, SIX MONTHLY REPORT FOR PERIOD ENDING 22/9/1976",22/03/1976,21/09/1976,22/09/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005848,"EPC 57, ROLLESTON, SIX MONTHLY REPORT FOR PERIOD ENDING 31/10/1976",1/05/1976,30/10/1976,31/10/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005882,"EPC 52, CAPELLA, SIX MONTHLY REPORT FOR PERIOD ENDING 30/11/1976",30/05/1976,29/11/1976,30/11/1981,permit-report-six-month,BLAIR ATHOL COAL PTY LTD,coal
cr005883,"EPC 102, CHINCHILLA, SIX MONTHLY REPORT FOR PERIOD ENDING 7/11/1976",7/05/1976,6/11/1976,7/11/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005891,"EPC 3, NEBO PROJECT, SIX MONTHLY REPORT FOR PERIOD ENDING 31/12/1976",1/07/1976,30/12/1976,31/12/1981,permit-report-six-month,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr005900,"EPC 129, ACLAND, SIX MONTHLY REPORT FOR PERIOD ENDING 27/11/1976",27/05/1976,26/11/1976,27/11/1981,permit-report-six-month,SHELL DEVELOPMENT (AUST) PTY LTD,coal
cr005912,"EPC 190, STRATHCONAN, ANNUAL REPORT FOR PERIOD ENDING 15/9/1976",15/09/1975,14/09/1976,15/10/1981,permit-report-annual,MINES ADMIN PTY LTD,coal
cr005969,"EPC 61, NEWLANDS, REPORT FOR PERIOD 1/7/1976 TO 31/7/1976, FINAL REPORT (A), (B) APPX 3, TREATMENT OF 150MM CORES FROM NEWLANDS BY ACIRL OCT1976 (C) APPX 4, EXAMINATION OF BORECORES FROM NEWLANDS AREA BY ACIRL SEPT",30/06/1976,30/07/1976,31/07/1976,permit-report-final,UNKNOWN,coal
cr005980,"EPC 157, WONDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 14/12/1976",14/06/1976,13/12/1976,14/12/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
cr005981,"EPC 186, MOUNT DEVLIN, SIX MONTHLY REPORT FOR PERIOD ENDING 14/2/1977",14/08/1976,13/02/1977,14/02/1982,permit-report-six-month,BOWEN CONSOLIDATED COAL MINES LTD,coal
cr005982,"EPC 3, NEBO PROJECT, REPORT ON GEOLGICAL RECONNAISSANCE FOR PERIOD 19/10/1970 TO 16/12/1970",18/10/1970,15/12/1970,16/01/1976,permit-report-annual,THIESS PEABODY MITSUI COAL PTY LTD,coal
cr005983,"EPC 123, YARRABEE, SIX MONTHLY REPORT FOR PERIOD ENDING 25/2/1977",25/08/1976,24/02/1977,25/02/1982,permit-report-six-month,THIESS BROS PTY LTD,coal
cr006018,"EPC 190, STRATHCONAN, SIX MONTHLY REPORT FOR PERIOD ENDING 15/3/1977",15/09/1976,14/03/1977,15/03/1982,permit-report-six-month,MINES ADMIN PTY LTD,coal
cr006019,"EPC 188, CALLIDE, SIX MONTHLY REPORT FOR PERIOD ENDING 31/1/1977",31/07/1976,30/01/1977,31/01/1982,permit-report-six-month,THIESS BROS PTY LTD,coal
cr006060,"ATP 237, DULACCA-DRILLHAM INLIER (SURAT BASIN) BY S M ASHTON, ADELAIDE, S A, OCTOBER 1976 (CO'S NO. K/2266) FIELD OBSERVATIONS",31/12/1976,31/12/1976,1/01/1980,scientific-or-technical-survey-report,UNKNOWN,petroleum
cr006064,"ATP 237, SOUTH AAUSTRALIA STUDY OF WELL VELOCITY DATA, (CO'S NO K/2270); PLANS",31/12/1976,31/12/1976,1/01/1980,scientific-or-technical-survey-report,UNKNOWN,petroleum
cr006114,"EPC 57, ROLLESTON, SIX MONTHLY REPORT FOR PERIOD ENDING 30/4/1977",30/10/1976,29/04/1977,30/04/1982,permit-report-six-month,THIESS BROS PTY LTD,coal
cr006165,"EPC 10, SOUTH BLACKWATER, SIX MONTHLY REPORT FOR PERIOD ENDING 30/4/1977",30/10/1976,29/04/1977,30/04/1982,permit-report-six-month,THIESS BROS PTY LTD,coal
cr006175,"EPC 157, WANDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 14/6/1977",14/12/1976,13/06/1977,14/06/1982,permit-report-six-month,THIESS BROS PTY LTD,coal
cr006184,"EPC 182, WANDOAN, SIX MONTHLY REPORT FOR PERIOD ENDING 21/11/1976",21/05/1976,20/11/1976,21/11/1981,permit-report-six-month,THIESS BROS PTY LTD,coal
